mmsi,shipname,callsign,flag,imo,first_timestamp,last_timestamp,Origin_Port,Destination_Port
312022000.0,FRIOCONFIDANZE,V3QW5,BLZ,7713242.0,2013-09-14T04:05:11Z,2016-09-19T03:35:11Z,Colombo,Chennai
355466000.0,FRIOCONFIDANZE,V3QW5,BLZ,7713242.0,2012-02-16T04:54:26Z,2012-08-16T16:11:06Z,Colombo,Chennai
888888888.0,FRIOCONFIDANZE,V3QW5,BLZ,7713242.0,2016-10-11T17:05:33Z,2018-06-19T18:21:36Z,Shanghai,Kolkata
312174000.0,RANGIROA,V3SY5,BLZ,8210259.0,2012-11-23T09:57:01Z,2014-11-05T08:04:40Z,Ningbo,Mumbai
312219000.0,REINA,V3ET2,BLZ,8202226.0,2012-01-03T16:43:15Z,2013-06-07T13:36:52Z,Qingdao,JNPT
312273000.0,HAI FENG 678,V3PI,BLZ,9016961.0,2013-10-30T07:35:14Z,2015-08-01T02:05:30Z,Colombo,Mundra
312284000.0,QIANYUAN,V3KX2,BLZ,8819691.0,2012-01-13T08:16:16Z,2013-01-08T05:33:10Z,Shanghai,Mumbai
312377000.0,OCEAN MARINER,V3LJ,BLZ,8217104.0,2012-07-24T04:51:51Z,2014-06-17T02:37:16Z,Jebel Ali,JNPT
312379000.0,FRIO POSEIDON,V3YQ5,BLZ,8811687.0,2012-03-07T02:13:11Z,2012-11-30T07:49:03Z,Yantian,Chennai
312413000.0,QIAO TAI,V3TV5,BLZ,9677595.0,2012-12-23T04:24:29Z,2014-09-22T06:31:57Z,Ningbo,Mumbai
312621000.0,ZHONG ZHOU 1,V3KS3,BLZ,9044358.0,2014-01-14T05:48:15Z,2015-08-11T03:15:58Z,Qingdao,Mundra
312844000.0,GLOBAL MARINER,V3KG3,BLZ,8813582.0,2012-07-17T19:44:17Z,2014-05-29T01:38:59Z,Shanghai,JNPT
312845000.0,TOKACHI FROST,V3RS6,BLZ,8503242.0,2013-09-25T11:07:26Z,2015-05-15T10:41:34Z,Busan,Mundra
518332000.0,TOKACHIFROST,V3RS6,BLZ,8503242.0,2015-05-15T17:57:20Z,2015-12-11T10:45:52Z,Ningbo,Visakhapatnam
312862000.0,NORMANDIC,V3OJ6,BLZ,8215936.0,2012-01-01T00:29:26Z,2016-05-23T19:45:11Z,Jebel Ali,Mumbai
312887000.0,HAI FENG 668,V3OL8,BLZ,8800236.0,2012-01-01T09:47:53Z,2014-12-30T06:57:22Z,Ningbo,Chennai
312932000.0,JIN MAO,V3HX3,BLZ,7927037.0,2012-03-12T13:12:37Z,2015-05-18T00:48:10Z,Colombo,Kolkata
312097000.0,ALASKA,V3JL2,BLZ,,2012-01-03T00:14:36Z,2013-10-01T02:53:02Z,Shanghai,Visakhapatnam
310324000.0,TALCA,ZCBZ5,BMU,8616324.0,2012-01-15T17:57:40Z,2012-11-15T09:42:58Z,Singapore,Mundra
314006000.0,LAPPONIAN REEFER,8PLJ,BRB,8917534.0,2015-04-28T15:12:53Z,2016-10-03T07:03:27Z,Qingdao,Visakhapatnam
314233000.0,BOSSE,8PTO,BRB,8312655.0,2012-01-01T02:19:16Z,2014-08-13T01:55:09Z,Busan,Mundra
316001828.0,RONJA CARRIER,CFK9573,CAN,9282845.0,2012-01-20T15:08:56Z,2018-06-29T22:36:38Z,Colombo,Visakhapatnam
316018751.0,RONJA,CFN5530,CAN,9165475.0,2012-01-31T01:24:41Z,2018-06-24T03:37:09Z,Shanghai,JNPT
316007244.0,WESTERN COMMANDER,,CAN,,2012-01-10T19:26:03Z,2018-04-09T18:20:26Z,Jebel Ali,Visakhapatnam
725000962.0,RONIA AUSTRAL,CA3966,CHL,9229465.0,2012-04-13T14:59:57Z,2018-06-30T17:21:50Z,Colombo,Visakhapatnam
725000963.0,RONIA PACIFIC,CA3967,CHL,9276963.0,2012-04-14T16:12:21Z,2018-06-30T22:26:54Z,Busan,Chennai
725001544.0,RONIA ATLANTIC,CA5569,CHL,9451563.0,2016-05-04T14:09:39Z,2018-06-30T23:39:46Z,Busan,JNPT
725000971.0,FAEROY,CA4049,CHL,9201891.0,2012-07-24T15:16:42Z,2018-06-30T17:25:05Z,Qingdao,Kolkata
312003000.0,TIAN XING,V3PG2,CHN,8731930.0,2014-04-10T21:47:45Z,2014-11-09T11:22:47Z,Ningbo,Mumbai
671918000.0,QIAN YUAN,5VEZ8,CHN,8819691.0,2017-10-18T01:28:35Z,2018-05-04T06:51:32Z,Busan,Visakhapatnam
412208610.0,HAIYING,BANV,CHN,8319598.0,2012-07-27T08:32:20Z,2013-05-30T04:01:48Z,Busan,Mundra
677058600.0,LIAO CHANG LENG 9,5IM686,CHN,8933083.0,2017-05-06T19:51:55Z,2018-02-10T16:28:15Z,Busan,Mundra
412420105.0,ZHE ZHOU YU LENG 220,BZ9UP,CHN,8981341.0,2012-09-08T09:17:25Z,2017-11-27T04:02:00Z,Colombo,Kolkata
412420329.0,XIN ZHOU,BZ6VD,CHN,,2012-10-18T15:55:16Z,2018-05-14T18:45:02Z,Busan,Chennai
412441730.0,HAI FENG 101,BZ2UN,CHN,8785448.0,2012-08-25T02:10:16Z,2018-04-16T06:21:11Z,Jebel Ali,Mumbai
529624000.0,FRIENDSHIP,,CHN,8936061.0,2013-07-03T01:50:43Z,2015-07-10T08:55:23Z,Shanghai,JNPT
515344000.0,LIAO CHANG LENG 3,,CHN,8863630.0,2012-11-12T21:34:15Z,2016-04-13T19:54:33Z,Shanghai,Mundra
412441730.0,HAIFENG101,,CHN,,2012-08-25T02:10:16Z,2018-04-16T06:21:11Z,Yantian,Visakhapatnam
412000000.0,HONGFENGHAO1,BVSP7,CHN,9756573.0,2014-11-03T07:00:13Z,2014-11-10T07:48:06Z,Jebel Ali,Visakhapatnam
413700350.0,HONG FENG 1 HAO,BVSP7,CHN,9756573.0,2014-12-02T05:50:10Z,2018-06-30T23:56:37Z,Shanghai,Mumbai
412203940.0,XIANYU2,BAMF,CHN,9279903.0,2012-01-06T01:40:16Z,2017-11-20T03:11:11Z,Shanghai,Chennai
412206010.0,RENCHENG1,BALC,CHN,9374375.0,2012-03-09T03:32:36Z,2017-11-24T02:21:50Z,Yantian,Mumbai
412206290.0,HUANG HAI MING ZHU,BASJ,CHN,9407433.0,2012-04-05T22:05:21Z,2018-06-14T06:35:31Z,Yantian,Visakhapatnam
412453002.0,FU YUAN YU F32,BVCY7,CHN,8410433.0,2012-01-02T21:54:13Z,2018-06-30T10:21:39Z,Colombo,Mundra
412453005.0,FENGHAI2,BVHC7,CHN,7810698.0,2012-07-24T07:11:26Z,2018-06-30T23:57:55Z,Yantian,Mundra
412672930.0,ZHE LENG 7,BKAE5,CHN,9025649.0,2012-01-01T02:33:32Z,2014-06-27T01:12:13Z,Ningbo,Kolkata
412766030.0,ZHE LENG 7,BKAE5,CHN,9025649.0,2014-06-27T01:18:51Z,2018-06-30T21:22:09Z,Qingdao,Kolkata
412679470.0,DONGYUAN2,BZUT8,CHN,9024712.0,2012-02-03T21:57:12Z,2018-06-30T22:36:27Z,Yantian,JNPT
413447320.0,HAIJILI,T3PM2,CHN,9677595.0,2016-06-22T10:10:11Z,2016-07-14T07:26:37Z,Shanghai,Kolkata
412276434.0,LURONGYUYUN56219,BBFS,CHN,,2012-09-01T07:44:07Z,2017-12-25T05:19:34Z,Ningbo,Mundra
412329639.0,LURONGYUANYUYUN158,BBZS3,CHN,9736339.0,2014-01-22T23:32:36Z,2018-06-26T09:34:06Z,Qingdao,Mundra
412331049.0,LURONGYUANYUYUN1,BZSU,CHN,8786478.0,2013-12-02T01:19:04Z,2018-06-30T23:56:02Z,Singapore,JNPT
412331177.0,LUWENYUANYUYUN888,BCFH,CHN,8785943.0,2016-02-25T08:18:52Z,2018-06-30T23:35:42Z,Yantian,Mundra
412420952.0,XINHAILENG6,BZV4S,CHN,8786791.0,2014-11-22T14:42:13Z,2018-05-05T07:45:57Z,Busan,Kolkata
412440004.0,FUYUANYU91,BAWE,CHN,8414295.0,2012-01-01T00:02:59Z,2018-04-25T23:00:39Z,Shanghai,Visakhapatnam
412440007.0,MIN XIA YU 1458,BVBR7,CHN,8426951.0,2012-01-08T06:10:54Z,2013-03-03T11:13:33Z,Shanghai,JNPT
412704070.0,MIN XIA YU 1458,BVBR7,CHN,8426951.0,2013-02-24T11:17:18Z,2018-06-30T23:28:06Z,Ningbo,JNPT
412440033.0,FUYUANYUF53,BMWA,CHN,,2012-08-15T14:05:59Z,2018-06-29T16:22:10Z,Qingdao,Chennai
412440252.0,FUYUANYULENG15,BZU3K,CHN,,2013-09-09T06:22:14Z,2018-06-13T06:08:16Z,Qingdao,Chennai
412440253.0,FUYUANYULENG16,BZU4K,CHN,,2013-09-09T03:31:09Z,2018-06-30T08:48:27Z,Yantian,Visakhapatnam
412440254.0,FUYUANYULENG19,BZU5K,CHN,,2013-09-05T05:45:49Z,2018-06-30T23:00:02Z,Singapore,Kolkata
412440364.0,FUYUANYUYUN87,BVMO5,CHN,,2015-04-02T06:35:25Z,2018-06-29T08:54:21Z,Jebel Ali,Visakhapatnam
412458510.0,JINCHENGXING7,BVEK,CHN,,2012-01-03T23:20:15Z,2018-05-14T23:54:05Z,Yantian,Visakhapatnam
412676880.0,FUYUANYUF98,BZ2US,CHN,8792178.0,2014-10-18T06:54:04Z,2018-06-15T06:19:20Z,Shanghai,Visakhapatnam
412455820.0,JINCHENGXING7,BVEK,CHN,,2014-09-15T04:49:19Z,2014-09-15T11:32:06Z,Colombo,Mundra
412458520.0,JINCHENGXING7,BVEK,CHN,,2014-08-21T23:30:13Z,2015-03-13T00:12:10Z,Ningbo,Mumbai
413458510.0,JINCHENGXING7,BVEK,CHN,,2014-09-15T11:49:47Z,2014-12-18T00:45:40Z,Jebel Ali,JNPT
412458512.0,JINCHENGXING7,BVEK,CHN,,2015-01-15T17:32:01Z,2015-01-17T01:04:57Z,Ningbo,Mundra
412330149.0,LURONGYUANYUYUN789,,CHN,,2016-12-02T09:56:48Z,2018-06-30T21:46:04Z,Shanghai,Mumbai
412331493.0,LURONGYUANYUYUN899,,CHN,,2016-12-18T02:05:50Z,2018-06-01T07:56:34Z,Busan,Mundra
412440493.0,FUYUANYULENG999,,CHN,,2015-10-29T06:38:45Z,2018-06-06T19:43:43Z,Ningbo,Chennai
200001140.0,FU YUAN YU F86,BZ1UR,CHN,8798419.0,2013-07-04T16:01:39Z,2018-05-10T15:06:30Z,Ningbo,Mundra
412694950.0,FU YUAN YU F86,BZ1UR,CHN,8798419.0,2012-08-01T00:01:55Z,2018-06-28T08:13:22Z,Yantian,Chennai
412322280.0,TAI NING,BBQR,CHN,8217116.0,2012-01-13T08:22:25Z,2016-12-30T19:43:38Z,Shanghai,JNPT
412322340.0,TAI XING,BCIO,CHN,8210273.0,2015-01-31T01:34:54Z,2016-06-01T02:00:49Z,Busan,Mundra
412202350.0,TAI YU,BAIL,CHN,8810657.0,2012-01-18T12:14:03Z,2017-05-21T06:33:28Z,Yantian,JNPT
412203740.0,TAI XIANG,BAPI,CHN,9005625.0,2012-03-20T00:00:27Z,2018-06-30T10:45:45Z,Yantian,JNPT
412300004.0,HAI FENG 896,BZZQ5,CHN,9002180.0,2012-01-01T00:29:56Z,2018-06-30T00:31:51Z,Colombo,Kolkata
412421049.0,NING TAI LENG 7,BZW6E,CHN,9821134.0,2016-06-08T03:52:42Z,2018-05-14T18:43:56Z,Colombo,Kolkata
412423655.0,PU YUAN LENG 6,BZV7S,CHN,8779918.0,2015-01-19T10:33:51Z,2018-06-30T20:23:58Z,Shanghai,Chennai
412439619.0,YONG FA YUN 10,BZW5B,CHN,9787716.0,2015-11-10T12:49:34Z,2017-09-27T01:50:47Z,Qingdao,Kolkata
412439759.0,YONG FA YUN 12,BZW6B,CHN,9797527.0,2016-03-07T00:06:35Z,2017-12-14T02:24:23Z,Jebel Ali,JNPT
412660240.0,HAI FENG 823,BKUG,CHN,8863496.0,2012-01-02T17:20:06Z,2018-06-30T18:08:32Z,Yantian,Mundra
412946000.0,KAI YUAN,BIUA,CHN,8317409.0,2012-01-01T01:28:35Z,2017-08-02T07:45:15Z,Singapore,Mundra
412699340.0,FUYUANYUF88,,CHN,,2012-10-14T08:56:08Z,2016-10-28T21:17:07Z,Colombo,Mundra
518332000.0,TOKACHIFROST,E5U2582,COK,8503242.0,2012-01-01T04:28:26Z,2018-06-30T23:44:03Z,Colombo,Visakhapatnam
518184000.0,LAPPONIAN REEFER,E5U2135,COK,8917534.0,2012-01-02T20:29:33Z,2015-04-28T15:07:56Z,Singapore,Mumbai
518100019.0,UNION ONE,E5U2964,COK,7809390.0,2015-07-08T09:11:38Z,2018-05-26T01:33:06Z,Yantian,Kolkata
730151013.0,ORION S,HKJC7,COL,8513869.0,2013-11-22T18:11:48Z,2018-06-20T16:37:05Z,Yantian,JNPT
620149000.0,FRIO SEVEN,D6A2149,COM,8215936.0,2016-05-23T20:00:07Z,2018-05-09T10:36:04Z,Jebel Ali,Visakhapatnam
616401000.0,SILVER ICE,D6DA5,COM,7819759.0,2012-01-23T23:00:01Z,2018-06-30T22:31:53Z,Ningbo,Visakhapatnam
616735000.0,SALYREEFER,D6EU2,COM,7813925.0,2012-08-03T18:44:16Z,2018-06-30T12:53:37Z,Colombo,JNPT
616757000.0,DELTAREEFER,D6EW9,COM,7912408.0,2012-01-02T16:53:34Z,2018-06-04T19:01:19Z,Shanghai,Visakhapatnam
616852000.0,GABU REEFER,D6FJ2,COM,8300949.0,2012-01-06T14:10:41Z,2018-06-30T23:55:18Z,Singapore,Visakhapatnam
616885000.0,SOLARTE,D6FM9,COM,8210285.0,2012-01-01T09:50:08Z,2018-06-30T23:59:50Z,Ningbo,JNPT
306073000.0,SIERRAMODOC,PJHG,CUW,9076246.0,2012-07-05T00:02:52Z,2013-02-18T10:08:22Z,Ningbo,Mumbai
306871000.0,SIERRALARA,PJYP,CUW,9120205.0,2012-01-12T00:11:05Z,2013-08-29T12:19:27Z,Jebel Ali,Visakhapatnam
306511000.0,ANTILLA,PJJI,CUW,8812801.0,2012-01-03T16:44:01Z,2016-04-20T14:41:23Z,Busan,Mumbai
306509000.0,ARUBA,PJJH,CUW,8812796.0,2012-01-01T06:31:53Z,2016-08-18T23:50:20Z,Singapore,JNPT
306303000.0,HOPEBAY,PJQK,CUW,9135169.0,2012-01-08T17:16:41Z,2015-11-09T15:08:46Z,Busan,Chennai
306497000.0,NOVA ZEELANDIA,PJHA,CUW,8514784.0,2012-01-05T09:06:17Z,2018-06-30T23:44:34Z,Shanghai,Chennai
306752000.0,NOVA FLORIDA,PJUP,CUW,8813635.0,2012-01-02T22:19:40Z,2018-06-30T20:29:17Z,Shanghai,Mundra
306796000.0,BREIZ KLIPPER,PJQV,CUW,8917211.0,2012-01-01T21:15:13Z,2018-06-30T20:04:23Z,Colombo,Kolkata
306862000.0,COPPENAME,PJYM,CUW,8807636.0,2012-01-01T00:52:31Z,2018-06-30T21:26:04Z,Yantian,Mundra
306872000.0,SIERRA LOBA,PJYS,CUW,9120217.0,2012-01-01T07:49:41Z,2018-06-30T23:44:36Z,Singapore,Visakhapatnam
319166000.0,ICE RIVER,ZCCT6,CYM,8311118.0,2012-01-02T10:30:08Z,2012-07-23T05:37:10Z,Jebel Ali,Mumbai
319235000.0,ICERUNNER,ZCMO7,CYM,8311120.0,2012-01-01T07:21:16Z,2012-06-28T23:37:21Z,Yantian,Kolkata
319245000.0,ICE RANGER,ZCMO6,CYM,8311132.0,2012-01-07T08:12:26Z,2012-06-21T09:00:04Z,Singapore,Kolkata
210631000.0,FRIO FORWIN,5BWC3,CYP,9076260.0,2013-05-15T20:19:43Z,2018-06-30T23:56:03Z,Ningbo,JNPT
210966000.0,BALTIC FORWARD,P3BI4,CYP,8509533.0,2012-02-02T18:08:42Z,2017-12-15T10:21:26Z,Jebel Ali,Mundra
212373000.0,FORLINE1,P3HQ8,CYP,8216722.0,2012-02-01T14:53:51Z,2018-06-21T15:12:07Z,Yantian,JNPT
212857000.0,BELBEK,P3MG8,CYP,9140970.0,2014-02-10T14:34:29Z,2018-06-30T23:46:17Z,Shanghai,Mumbai
325700000.0,HAIJILI,J7CX2,DMA,9677595.0,2016-07-14T07:27:45Z,2018-06-24T10:22:55Z,Shanghai,Visakhapatnam
325753000.0,OCEAN STAR 96,J7DE4,DMA,8517358.0,2017-01-09T08:25:13Z,2018-06-30T23:56:19Z,Singapore,Mumbai
325447000.0,NORCAPE,J7BP8,DMA,8800224.0,2012-01-08T07:37:42Z,2013-04-27T13:52:15Z,Yantian,Chennai
224124000.0,SALICA FRIGO,EBTL,ESP,9238703.0,2012-01-01T08:59:38Z,2018-06-29T15:02:33Z,Qingdao,Chennai
224434000.0,IZAR ARGIA,EHCB,ESP,8817801.0,2012-01-13T18:38:58Z,2018-06-30T06:48:57Z,Qingdao,Visakhapatnam
224500000.0,HERMANOS PINZON,EEDF,ESP,7816472.0,2012-12-11T17:14:48Z,2012-12-12T10:20:41Z,Ningbo,Mundra
520093696.0,WANJINHAI9918,T3PR,FJI,8024935.0,2014-05-06T04:14:04Z,2018-01-16T23:51:55Z,Singapore,Mundra
231792000.0,HARENGUS,OZ2168,FRO,8920983.0,2016-11-16T10:20:55Z,2018-06-30T22:48:48Z,Singapore,Mumbai
510182000.0,QIANYUAN,V6LF,FSM,8819691.0,2016-05-24T11:41:37Z,2017-10-18T01:10:50Z,Yantian,JNPT
627047000.0,VOLTA GLORY,9GII,GHA,8323604.0,2012-01-01T11:32:46Z,2018-06-30T23:05:58Z,Busan,Visakhapatnam
627084000.0,VOLTAVICT,9GRG,GHA,9140102.0,2012-01-02T20:21:37Z,2018-06-30T23:38:12Z,Ningbo,Chennai
627093246.0,VOLTAVICT,9GRG,GHA,9140102.0,2013-03-16T10:44:01Z,2015-05-05T15:10:54Z,Busan,Mundra
334622000.0,NEWSEAREEFER,HQXM3,HND,7637527.0,2012-06-09T01:16:56Z,2015-11-10T10:55:58Z,Yantian,Kolkata
334674000.0,WISDOMSEAREEFER,HQXQ4,HND,7637527.0,2015-11-02T06:50:31Z,2017-11-20T14:00:40Z,Shanghai,Kolkata
334533000.0,URGULL,HQWX4,HND,8810190.0,2012-01-08T06:32:44Z,2015-10-01T15:09:32Z,Shanghai,Visakhapatnam
334548000.0,AMORY,HQXP3,HND,8608597.0,2014-03-07T02:03:31Z,2018-06-30T19:31:19Z,Qingdao,Mundra
334567000.0,CHAINAVEEREEFER,HQXO6,HND,7637591.0,2013-10-17T08:03:21Z,2018-06-30T15:48:04Z,Yantian,Mundra
334640000.0,BLISSFULREEFER,HQXO8,HND,5296795.0,2014-03-14T02:32:29Z,2018-06-28T10:49:48Z,Jebel Ali,Chennai
353799000.0,BLISSFULREEFER,HQXO8,HND,5296795.0,2014-02-05T21:35:56Z,2014-03-02T21:50:54Z,Singapore,Visakhapatnam
334667000.0,PRECIOUS9,HQXQ2,HND,7811513.0,2015-10-07T20:42:04Z,2015-11-19T09:50:50Z,Singapore,Visakhapatnam
525010170.0,SUMBERSUKSESUTAMA,PNOP,IDN,7905027.0,2012-09-05T02:08:26Z,2016-05-09T06:49:45Z,Qingdao,Mumbai
422733000.0,KOOSHA 3,9BQJ,IRN,7917458.0,2012-07-01T18:56:59Z,2018-03-23T21:11:58Z,Qingdao,Chennai
431008347.0,DAISHIMARU11,JD4024,JPN,9782235.0,2016-08-09T00:12:35Z,2016-09-03T06:46:22Z,Colombo,Kolkata
431149000.0,SUMIHO MARU NO.68,JL5832,JPN,9015292.0,2015-10-03T10:49:38Z,2018-06-30T23:04:24Z,Qingdao,Visakhapatnam
431700203.0,NITTOMARU33,JD2449,JPN,8821345.0,2017-01-30T06:28:11Z,2017-11-30T01:03:39Z,Shanghai,JNPT
431008827.0,KAIKOMARU81,JD4127,JPN,,2016-11-22T00:34:11Z,2017-02-12T16:47:12Z,Yantian,Chennai
431146000.0,HUKU MARU NO.78,JL6537,JPN,,2015-05-04T02:05:05Z,2018-06-30T23:20:04Z,Busan,Chennai
431200264.0,KAIKO MARU NO.37,JH3171,JPN,,2015-08-08T04:42:16Z,2018-06-16T03:25:37Z,Qingdao,JNPT
431401138.0,KAIKO MARU NO.36,JK4863,JPN,,2015-08-21T15:19:12Z,2018-03-14T01:50:04Z,Yantian,Mundra
431401161.0,KAIKO MARU NO.33,JE3026,JPN,,2015-05-23T00:09:44Z,2018-01-12T05:56:40Z,Jebel Ali,Visakhapatnam
431472000.0,ORION,JATC,JPN,8520496.0,2012-01-24T11:42:20Z,2014-03-10T02:23:21Z,Qingdao,Chennai
431201000.0,TAISEI MARU NO.15,7JTK,JPN,8710728.0,2015-05-15T01:37:31Z,2018-06-30T17:37:37Z,Shanghai,Chennai
431263000.0,GOUTA MARU,7JUZ,JPN,9746827.0,2015-10-18T23:34:24Z,2018-06-30T23:41:29Z,Yantian,Chennai
431678000.0,TAISEI MARU NO.24,JILE,JPN,9086758.0,2012-01-07T00:42:46Z,2018-06-30T23:11:31Z,Colombo,Visakhapatnam
431003873.0,KAIKOMARU NO.85,JD3401,JPN,,2015-08-17T01:40:00Z,2018-06-25T20:03:16Z,Yantian,Chennai
514087000.0,HAI TONG DA,XUGT4,KHM,8426913.0,2014-11-10T16:25:19Z,2016-04-15T13:04:27Z,Jebel Ali,Kolkata
515924000.0,DART,XUKP3,KHM,8421274.0,2012-08-30T10:17:59Z,2015-09-18T08:46:34Z,Singapore,Mumbai
514394000.0,LUIN,XUAU2,KHM,8727018.0,2013-03-05T10:44:43Z,2013-07-22T09:15:33Z,Jebel Ali,Kolkata
515604000.0,OCEANDREAM,XUDP7,KHM,8834689.0,2012-04-25T11:25:19Z,2014-05-08T07:59:13Z,Qingdao,Mumbai
515201000.0,QIANYUAN,XUFN4,KHM,8819691.0,2013-01-08T05:39:37Z,2016-02-02T23:20:16Z,Shanghai,Kolkata
514361000.0,SOMBRAVOLANTE,XUCR6,KHM,8408258.0,2012-08-23T00:06:16Z,2013-07-10T03:59:07Z,Colombo,Mundra
514666000.0,BEAM,XUGH2,KHM,8408258.0,2013-07-24T05:00:22Z,2014-03-04T01:42:35Z,Ningbo,Kolkata
